Token,Frequency
birminghampertek,1
kot,1
birminghambitlynotasinglesafeplacethe,1
withstakeholders,1
iaa,1
awardsign,1
upforemailssign,1
upvisit,1
centresparking,1
responsecopyrightaccessibilitycontact,1
policyphoto,1
policywriting,1
faqsvacanciescookies,1
swiftly,1
survivororiented,1
backlogged,1
usethe,1
genda,1
andukraine,1
thisconflict,1
henceforth,1
egister,1
amages,1
inians,1
filtering,1
learnedpolicy,1
swept,1
carpet,1
nternational,1
baroness,1
helena,1
kc,1
impregnate,1
milosevic,1
chetniks,1
filth,1
sparse,1
bravery,1
espoused,1
begun,1
slavic,1
attain,1
httpswwwtheguardiancomworldmarwarcrimesbalkans,1
rtworldcomperspectivesgenocidal,1
cleverly,1
srebrenica,1
httpssrebrenicaorgukwhat,1
happenedsexual,1
httpswwwictyorgenfeaturescrimes,1
turton,1
warr,1
apesurvivors,1
ahtml,1
oct,1
ober,1
ignity,1
httpswwwyoutubecomwatchvxibfpphi,1
donine,1
httpswwwushmmorggenocide,1
preventionbloggenocide,1
andpolitical,1
inbosnia,1
personalized,1
cautionary,1
versa,1
untold,1
reconstruct,1
httpswwwglobalsurvivorsfundorg,1
karcic,1
httpsforeignpolicycomrape,1
voitenko,1
httpswwwreuterscomworldinternational,1
busing,1
httpswwwreuterscomworldeuropeukraine,1
pb,1
newshour,1
httpswwwpbsorgnewshourpoliticswatch,1
livesurvivors,1
inhouse,1
rightsviews,1
httpsblogscuitcolumbiaedurightsviewssexual,1
httpswwwbelfercenterorgpublicationsvac,1
exp,1
lainer,1
conscript,1
performative,1
disinterested,1
slim,1
ryreports,1
theidon,1
ense,1
fairbanks,1
rosecutions,1
stablished,1
santa,1
undergraduate,1
httpsscholarcommonsscueducgiviewcontentcgiarticlecontexthistorical,1
rampant,1
incompatibility,1
dissuaded,1
typology,1
wooden,1
pdate,1
eportedly,1
eapon,1
httpswwwnprorgukraine,1
rapewarcrimes,1
httpsdoiorgejilchm,1
touquet,1
navigating,1
orthern,1
chinkin,1
rees,1
hotbed,1
spared,1
immensely,1
lltreatment,1
ontext,1
sapiezynska,1
onflict,1
httpsresourcecentresavethechildrennetdocumentweapon,1
warsexual,1
osipova,1
ystem,1
radiofreeeurope,1
httpswwwrferlorgainside,1
childrenhtml,1
httpswwwunorgengenocidepreventiondocumentsatrocity,1
charg,1
historic,1
showcase,1
lenient,1
egregious,1
averaged,1
soil,1
creatio,1
tobosnia,1
entencing,1
httpstrialbawp,1
urvivors,1
tobo,1
sniaand,1
httpsrmcoeintreport,1
thevisittobosnia,1
tojunb,1
propo,1
sal,1
refworld,1
httpswwwrefworldorgdocidaebfehtml,1
testament,1
ast,1
outh,1
subdue,1
hallmark,1
traction,1
estern,1
immobilized,1
lawfully,1
funct,1
devising,1
donated,1
barber,1
townsley,1
telegraph,1
httpswwwtelegraphcoukglobal,1
healthwomen,1
andgirlsfight,1
warcriminals,1
clooney,1
mehner,1
von,1
wistinghausen,1
yazda,1
oman,1
doughty,1
httpswwwdoughtystreetcouknewsgerman,1
isismember,1
ake,1
onreparations,1
ziskina,1
roposal,1
fortransferring,1
stateassets,1
delivers,1
httpsukraineunfpaorgenpssmteng,1
tremendous,1
joe,1
reasury,1
bilaterally,1
multilaterally,1
perpetrate,1
juncture,1
repar,1
undo,1
httpswwwwhitehousegovbriefing,1
ompresidential,1
actionsmemorandum,1
onpromoting,1
forconflict,1
rosenfeld,1
httpsdoiorgs,1
colluding,1
disconnected,1
siloed,1
foč,1
podgorica,1
montenegrin,1
exemplifying,1
yielding,1
httpswwwnytimescomuspoliticspentagon,1
haguehtml,1
httpswwwnytimescomuspoliticsbiden,1
haguehtmlsmtypcursmidtw,1
nytimes,1
lvova,1
belova,1
vlad,1
imir,1
deporting,1
childre,1
dysfunctioning,1
decentralized,1
bosniaherzegovina,1
httpsnewlinesinstituteorgan,1
oftherussian,1
ofthegenocide,1
andthedutytoprevent,1
iie,1
ache,1
croat,1
greement,1
froze,1
nystuen,1
brill,1
dysfunctional,1
retributive,1
waged,1
negotia,1
missed,1
brewing,1
diligently,1
participa,1
httpswwwcfrorgwomens,1
inpeace,1
httpswwwunorgsexualviolenceinconflictabout,1
usabout,1
theoffice,1
contentuploads,1
plethora,1
fir,1
iry,1
vive,1
zene,1
conflictr,1
httpsred,1
lineguidebooknetlifyapp,1
pproves,1
httpswwwdwcomencouncil,1
ofe,1
urope,1
approves,1
ofdamage,1
russiaa,1
httpsjurfemcomuaenwartime,1
gidna,1
transfe,1
rred,1
wher,1
httpsuwforguaen,1
httpswwwdiya,1
uaorg,1
httpswwwinsight,1
ukraineorgen,1
httpsgidnaorgen,1
httpswwwohchrorgeninstruments,1
mechanismsinstrumentsbasic,1
andguidelines,1
andreparation,1
ealing,1
ineffective,1
nit,1
dying,1
econciliation,1
httpswwwtrustfundforvictimsorgindexphpenwhat,1
wedoreparation,1
httpswwwicrcorgendocwar,1
lawinternational,1
jurisdictionad,1
hoctribunalsoverview,1
adhoctribunalshtm,1
tortu,1
promulgation,1
opportunistic,1
jeopardy,1
ratko,1
mladić,1
radovan,1
karadžić,1
httpswwwamnestyusaorgupdates,1
afterbosnias,1
warrapesurvivors,1
stillstruggle,1
forjustice,1
canhelp,1
ionushas,1
mprovement,1
httpsitdradagovuabillinfobillspubfile,1
ohibitions,1
devolves,1
interethnic,1
heir,1
caseload,1
ocumentation,1
contentuploadsreportinternational,1
onthedocumentation,1
andinvestigation,1
obdurate,1
httpswwwtrtworldcomperspectivesgenocidal,1
resounding,1
stlegislation,1
tochildren,1
bornofwarinbosnia,1
pulse,1
httpswwwhumanrightspulsecommastercontentblogthe,1
thevictim,1
ofinvisible,1
filter,1
avatar,1
packag,1
designat,1
consuming,1
socialize,1
connecting,1
frontier,1
disguise,1
httpswwwfrontiertechhuborginsightscall,1
pioneer,1
jayeho,1
fficials,1
httpshometreasurygovnewspress,1
releasesjy,1
intelli,1
gence,1
ssistant,1
referenced,1
criminalizing,1
httpswwwdnigovindexphpwhat,1
wedomembers,1
oftheic,1
scheffer,1
httpswwwjustsecurityorgcongress,1
atrocitiesworking,1
oncrimes,1
bio,1
graphie,1
uyghur,1
dhaka,1
tribune,1
bachelor,1
adjunct,1
harriman,1
congressional,1
mccloskey,1
ude,1
reassigned,1
spokesperson,1
frowick,1
barry,1
feinstein,1
invaluable,1
azeem,1
ibrahim,1
obe,1
kallie,1
pereverten,1
packer,1
julia,1
kuperminc,1
specializing,1
trocity,1
adrijana,1
hanusic,1
yurii,1
popovych,1
ajla,1
skrbic,1
asweapon,1
usedsystematically,1
achievethe,1
russianleadership,1
theresult,1
indiscipline,1
ofpowerwartime,1
aslong,1
aboutmass,1
stilllives,1
bywehrmacht,1
imperial,1
japanese,1
armythe,1
comfortwomen,1
andgermany,1
thosecrimes,1
dueattention,1
forpolitical,1
overallunderestimation,1
wara,1
lawsregarding,1
thes,1
concerningthe,1
exyugoslaviawhere,1
peoplesuffered,1
hasstarted,1
crimesagainst,1
genocidewartime,1
becharacterized,1
weaponor,1
genocidesince,1
flooded,1
mediapolitical,1
advocacyand,1
areforms,1
natureand,1
thequestion,1
againstukrainewarning,1
karol,1
szejner,1
wikimedia,1
monthlycheckoutyour,1
goingchoose,1
debitdonate,1
cardyes,1
smartraise,1
ukraineis,1
largescaleand,1
accordingto,1
officemore,1
beencommitted,1
destructionof,1
architectural,1
andinjuries,1
visually,1
anddocumented,1
wardespite,1
isnow,1
andinternational,1
organizationsparticularly,1
watchamnesty,1
civilliberties,1
lastrada,1
womensperspectives,1
supportto,1
foreignmedia,1
victimsthemselves,1
ofinformation,1
regularlypublished,1
servicein,1
includingsexual,1
onesdata,1
perpetratorsis,1
internalaffairs,1
investigatedcharges,1
sentencesthey,1
coordinationbetween,1
andcooperation,1
opposewarcaused,1
aproper,1
whilecommunicating,1
subjectin,1
ombudswoman,1
criticismfrom,1
wasadvised,1
carefullyand,1
talkingabout,1
andreport,1
actionsconcerning,1
publicized,1
theombudswomans,1
bolstered,1
ofcases,1
indoubt,1
themfrom,1
psychologicalhelp,1
unicefdenisova,1
victimsthe,1
thechallenges,1
withdocumenting,1
andcommunicating,1
onesshould,1
processesthere,1
everypublished,1
onedeserves,1
checkingsilence,1
devaluation,1
preciselyrussias,1
waragainst,1
andpropagandists,1
toundermine,1
ukraineafter,1
theeastern,1
initiativescollected,1
byillegal,1
rapeand,1
forcedprostitution,1
atcastration,1
fullscalerussian,1
adifferent,1
characterfirst,1
generalsoffice,1
ismerely,1
itincludes,1
onprocedural,1
arent,1
forvarious,1
mistrustsome,1
memoriesout,1
andtheir,1
ofoccupiers,1
forshedding,1
theresources,1
exhausting,1
fightfor,1
whosuffered,1
nothundreds,1
howmany,1
russiancaptivity,1
ukrainesecond,1
ofterror,1
againstthe,1
nownot,1
homeof,1
heranother,1
husbandbedridden,1
youngestcurrently,1
gangraping,1
alsoknown,1
ukrainiansecurity,1
luhanskregion,1
girlamong,1
boysparticularly,1
motherthird,1
withoutstanding,1
demonstrative,1
thisis,1
evidenced,1
ofvulnerable,1
orthe,1
andmanifestations,1
manycases,1
forhours,1
isespecially,1
missionin,1
thetestimony,1
nearolenivka,1
stressedthat,1
nose,1
notinterested,1
questionsvictoria,1
yearsold,1
herattackers,1
thatmen,1
murdered,1
theirwives,1
limb,1
fingernail,1
separatekind,1
versathis,1
affirm,1
hasfeatures,1
againstukrainecarnival,1
butas,1
oneway,1
terrorizehumiliate,1
theenemy,1
resistthats,1
grotesque,1
anddemonstrative,1
formsperpetrators,1
violencefor,1
torturer,1
perpetratorsvocabulary,1
arelet,1
targetedbecause,1
theirukrainian,1
ukrainianmilitary,1
abanderite,1
husbandwas,1
timeaccording,1
areknown,1
occupierspurposefully,1
ukrainianservicemen,1
underminetheir,1
anotherdemonstrative,1
violencewas,1
shaving,1
ukrainianservicewomen,1
anastasiarecalled,1
andsquat,1
bald,1
shockednot,1
visualmarks,1
themwere,1
ukrainiancommunity,1
andintents,1
shuns,1
nomethods,1
goalsexual,1
servicemenagainst,1
apolitical,1
thehomophobia,1
antigender,1
picturesukraine,1
unnaturalphenomena,1
satanism,1
whichrussia,1
spiritual,1
righteous,1
waras,1
concealtheir,1
nontraditional,1
isevidenced,1
herhome,1
thenight,1
pink,1
looksmasculine,1
mygirlfriend,1
forceanother,1
thatafter,1
homosexuality,1
ofa,1
occupierssent,1
olenivkadonetsk,1
andbecause,1
violencea,1
occupierssexual,1
whatdistinguishes,1
fromthat,1
itsusually,1
secretly,1
crimeand,1
criminalsoften,1
theoccupied,1
interestedforemost,1
asserting,1
andachieving,1
takespublic,1
ofrelatives,1
peoplewho,1
closefriends,1
victimadditional,1
traumatizeseyewitnesses,1
arentable,1
thetorture,1
silently,1
helplessly,1
resultwitnesses,1
andmay,1
intensityand,1
socalledprimary,1
greyhaired,1
hismother,1
thoughtssexual,1
goalssexual,1
whenit,1
strategicinterests,1
justthe,1
resultof,1
intendedby,1
ofmilitarypolitical,1
closercommanders,1
theirsubordinates,1
onoccupied,1
civilianpopulation,1
dontoppose,1
implementpreventive,1
enlightenment,1
disciplinaryaction,1
abritish,1
consults,1
ukrainianprosecutors,1
hehad,1
reviewedin,1
rapethemselves,1
victoria,1
onher,1
acommander,1
gowith,1
hadsome,1
drink,1
boost,1
moraleespecially,1
likethe,1
channelsoldiers,1
bydefeats,1
unhappinesswith,1
servicehence,1
coincidence,1
territoriessuch,1
lyman,1
gangrape,1
andcollective,1
sharedexperience,1
thatbrings,1
manypeople,1
armyespecially,1
inseptember,1
knowmuch,1
planto,1
asother,1
formilitary,1
socializationgang,1
fraternity,1
amongrussian,1
irpini,1
noone,1
wecould,1
rememberthe,1
meaningsomething,1
allowsus,1
tobucha,1
thatmeant,1
presume,1
aunit,1
wascoming,1
irpin,1
thisaccording,1
strippedbeat,1
theirbodies,1
firecommanders,1
theopponent,1
aukrainian,1
onrussian,1
ocur,1
sugemongush,1
tuva,1
bellingcat,1
belongsto,1
akhmat,1
appearsin,1
videosafter,1
ofcastration,1
theactions,1
executor,1
whowas,1
militaryprosecutors,1
institutionor,1
anopened,1
fsbreleased,1
investigationsaying,1
videoexecutor,1
wereukrainian,1
notonly,1
criminalprosecution,1
rewardthem,1
anencouragement,1
particularlyfor,1
motorized,1
multipleinstances,1
againstchildren,1
honorary,1
formass,1
firmness,1
andbraverythats,1
russiandiscoursefrom,1
officialsstarted,1
stronglyrefute,1
dmitri,1
reacting,1
thestatement,1
lawabout,1
rapedwomen,1
lieon,1
russianofficials,1
thesituation,1
suchinformation,1
distort,1
anddiscredit,1
operationanother,1
startedwith,1
unrepresentative,1
inconflict,1
vasily,1
nebenzya,1
suchaccusations,1
favourite,1
tacticof,1
westerncolleagues,1
viagraduring,1
refutation,1
voicedby,1
zakharova,1
tozakharova,1
pervertedfantasy,1
tocomment,1
seriouslywe,1
absolutedenial,1
mediaspace,1
olgaskabeeva,1
rapedanybody,1
personaccusing,1
surname,1
theevent,1
rapethe,1
awoman,1
romanova,1
thtank,1
forcesother,1
theofficial,1
vladimirsolovyov,1
propagandistwrote,1
henchman,1
thebanderites,1
hyping,1
insolovyovs,1
reanimation,1
goebbels,1
propagandathat,1
allgerman,1
solovyov,1
thefictional,1
theaudience,1
falsehood,1
accusationsagainst,1
thekremlin,1
denialof,1
andresearched,1
ofwarfare,1
antony,1
beevors,1
berlinalone,1
bysuicidesexual,1
isnt,1
lowmorale,1
individualsoldiers,1
systematicity,1
scaleorganization,1
consciousand,1
toachieve,1
investigatingand,1
internationalinstitutions,1
achievejustice,1
ofwhom,1
unpointed,1
againstdetainees,1
donbaspublished,1
yuriy,1
chernata,1
spilnecontributed,1
martahavryshko,1
spilnepdfprint,1
spilneukraineukraine,1
violencepdfprint,1
chbeck,1
futile,1
eventsolena,1
myhashko,1
himselfiuliia,1
bentia,1
executioner,1
workstanislav,1
aseyevivanna,1
skybayakubova,1
warvitaly,1
portnikov,1
anthropology,1
warbarbara,1
wurm,1
haka,1
identitysofia,1
andrukhovych,1
sheiko,1
versus,1
makingmykola,1
questionmaria,1
stepanova,1
pointshare,1
insightafter,1
freeeurozine,1
throughan,1
exceptionally,1
lean,1
yearbecome,1
perk,1
foryour,1
voicelisten,1
whereveryou,1
podcastssubscribe,1
thinkingnewsletter,1
eurozinelearn,1
aboutsupporteurozineif,1
keepeurozine,1
bysupporting,1
singledonation,1
donationenter,1
addresssign,1
amountcustom,1
footnotewestern,1
ukraineseuropeanness,1
sameimperialist,1
ukrainesnational,1
backgroundthe,1
momentousmykola,1
ides,1
marchecocide,1
environmentalprotection,1
wartorn,1
planlegislative,1
ecocide,1
andthereby,1
globallyexpand,1
responsiblegovernance,1
ecosystem,1
usthammy,1
lifewoman,1
freedomfreedom,1
greenbehind,1
transitiontransition,1
sharebestnewestoldest,1
commentslogin,1
withor,1
disqusname,1
rst,1
subscribeprivacydo,1
articlesauthorsfocal,1
pointseurozine,1
reviewpartner,1
journalsassociatescollaborationsnetwork,1
newsnetwork,1
meetingsnetwork,1
projectspressprint,1
seriesimprint,1
policylogoabout,1
eurozineboardssponsorscontactnewslettereurozine,1
reviewyoutubeinstagramtwitterfacebookmediumsupport,1
uscopyright,1
eurozinewwweurozinecom,1
articlessearch,1
florina,1
neagu,1
torres,1
lajosince,1
peoplehave,1
romaniahungary,1
arewomen,1
committedduring,1
revealedthe,1
ofreproductive,1
ofrefugee,1
victimsrefugee,1
slovakiaof,1
slovakiaand,1
romaniaand,1
romaniahomeaugustthe,1
countriesactually,1
russoukrainian,1
warofficial,1
gall,1
allages,1
theirchildren,1
forcesohchr,1
atcheckpoints,1
conflictsuch,1
orchernihiv,1
balso,1
gans,1
aroundthe,1
ordehumanisation,1
horrifying,1
andits,1
importantto,1
andmembers,1
berger,1
kulick,1
occupiedzones,1
membershorne,1
themajority,1
casesof,1
becameknown,1
theseunspeakable,1
thenumber,1
reportedconsequently,1
tostigma,1
mannell,1
absenceof,1
occupiedareas,1
criminalproceedings,1
haveaccess,1
diseasesamong,1
ofmany,1
andhope,1
timesensitive,1
neighbouringcountries,1
caredue,1
directiveadopted,1
shouldensure,1
centerfor,1
onemergency,1
srhrmoreover,1
anenvironment,1
leftunprotectedaccess,1
countrieswhere,1
diamondstein,1
firstcountries,1
thelack,1
mechanismsas,1
arehighly,1
toseek,1
mostrestrictive,1
onrequest,1
apregnant,1
incest,1
thweek,1
abortionon,1
incurable,1
threatensthe,1
strictest,1
domainamnesty,1
earlierthis,1
justyna,1
wydrzyńska,1
forhelping,1
easton,1
difficultiesencountered,1
specificallyfew,1
alwaysaccessible,1
documentationas,1
criminallyprosecuted,1
biedron,1
otherschoose,1
invoke,1
abortionis,1
wheretwo,1
haddocuments,1
legalabortion,1
uspublicationsvacanciesobservatory,1
eumenaest,1
podcastevents,1
supporttraditional,1
orbangovernments,1
beingprochoice,1
allowedby,1
alsoallowed,1
disruptionor,1
kafkadesk,1
seekingan,1
childcarefamily,1
workerafter,1
usuallyreceive,1
thestate,1
aban,1
governmentintroduced,1
fetussheartbeat,1
polanddoctors,1
thathas,1
weekstimeframe,1
throughmandatory,1
thepregnancy,1
analysedpreviously,1
highespecially,1
canrefuse,1
widelyused,1
subscribesubscribe,1
newsletterfirst,1
namelast,1
nameemail,1
eventseuropean,1
reviewour,1
newsletterukraineannual,1
campaignsest,1
prizeeuropean,1
thisregard,1
theaccess,1
theproposals,1
excepton,1
aresidence,1
nešťáková,1
whilenone,1
legalisesuch,1
threedecades,1
justificationneeded,1
ambulatoryand,1
thefunding,1
whichpreviously,1
countrywith,1
professionalcode,1
medic,1
wasespecially,1
healthcareservices,1
inromania,1
procedureswere,1
monthsof,1
doubledand,1
proceduredue,1
romanianhospitals,1
medicalabortionin,1
fromother,1
inopening,1
thelargest,1
thisorganisation,1
ukrainianand,1
cilibiu,1
alsoreached,1
childrensrights,1
policiesthe,1
crsvfor,1
aggravatethe,1
andabortion,1
alreadylived,1
highoccurrence,1
affectwomen,1
diseasesgenital,1
harmbut,1
andsuicide,1
stark,1
imposedto,1
theconflict,1
torequest,1
mentionedsuch,1
activeconflict,1
unsafeconditions,1
imposedadditional,1
estimatesthat,1
whichcould,1
vulnerableposition,1
forsupport,1
womenvictims,1
theirparticular,1
theconditions,1
inaccessibleprocess,1
additionalappointments,1
canbecome,1
toneighbouring,1
besidesthe,1
orrequesting,1
abortioncan,1
procedurescan,1
notmany,1
cannotafford,1
contraceptionwithout,1
womencoming,1
afamily,1
bin,1
andgenderbased,1
consequencemany,1
legallyprovided,1
forvictims,1
polandhungary,1
necessaryto,1
inthese,1
oftenfaced,1
knownfor,1
amongothers,1
theirethnic,1
ukrainehave,1
notprovided,1
andadministrative,1
conclusionsoverall,1
crsvwhile,1
italmost,1
refugeescoming,1
obstacleswhen,1
prolonging,1
traumasuffered,1
reconsider,1
analysehow,1
moreprocedures,1
ofthese,1
againstwomen,1
refugeewomen,1
implementvictimcentred,1
andromania,1
genderbaseddiscrimination,1
bibliographyamnesty,1
internationalhttpswwwamnestyorgenlocationeuropeandcentralasiaslovakiareportslovakiaamnesty,1
accessharms,1
internationalhttpswwwamnestyorgenlatestnewspolandregressiononabortionaccessharmswomenberger,1
tough,1
toprosecute,1
posthttpswwwwashingtonpostcomworldukrainerussiarapewarcrimebiedron,1
polandsabortion,1
politico,1
httpswwwpoliticoeuarticlewomenvictimpolandabortionlawscenter,1
eromnja,1
aleg,1
foundationfor,1
filiacenter,1
rightscilibiu,1
avortul,1
cerere,1
tot,1
greu,1
făcut,1
în,1
româniaindiferența,1
statului,1
refuzul,1
medicilor,1
organizațiile,1
antiavort,1
treaba,1
foartebine,1
interviu,1
dădăcuș,1
httpswwwrfirosocialavortullacereretotmaigreudefacutromaniaindiferentastatuluirefuzulmedicilorcursino,1
tighter,1
newshttpswwwbbccomnewsworldeuropediamondstein,1
rightshttpsreproductiverightsorgjointinitiativesrhrneedswomengirlsfleeingwarukraineeaston,1
endpregnancy,1
httpswwwbbccomnewsworldeuropeepf,1
atlas,1
parliamentaryforum,1
httpswwwepfweborgnodefilia,1
despre,1
drepturile,1
femeilorhttpscentrulfiliarodatedespredrepturilefemeilorgall,1
crimeswhere,1
timeshttpswwwnytimescomworldeuropeukrainesexualviolencerussiahtmlgans,1
textthe,1
hill,1
httpsthehillcompolicyinternationalunofficialrussiausingrapeaswarstrategyinukrainehorne,1
gendering,1
transitionaljustice,1
httpsdoiorgjwsifhrmmu,1
httpswwwohchrorgendocumentscountryreportshrmmuupdatehumanrightssituationukraineaugustoctoberindependent,1
theindependent,1
abortionincreasingly,1
kafkadeskhttpskafkadeskorghungarianwomenseekingabortionincreasinglyoptforviennaking,1
los,1
angeles,1
httpswwwlatimescomworldnationstoryrussiasmosthiddencrimeinukrainewarrapekulick,1
warcanadian,1
slavonic,1
httpsdoiorglepiarz,1
outcry,1
wellehttpswwwdwcomenpolandoutcryoverabortionlawalimaye,1
myhusband,1
httpswwwbbccomnewsworldeuropemannell,1
bmj,1
ohttpsdoiorgbmjomckernan,1
guardianhttpswwwtheguardiancomworldaprallwarsarelikethisusedas,1
aweaponofwarinukrainenešťáková,1
accessfor,1
heinrichböllstiftung,1
httpseuboellorgenfourdisturbingaspectsslovakialimitingabortionaccessukrainianwomenohchr,1
violationsof,1
httpswwwohchrorgenpressreleasesuncommissionhasfoundarraywarcrimesviolationshumanrightsandosce,1
survivorshttpswwwosceorgsecretariatschwartzburg,1
hardwon,1
beingsystematically,1
httpsthewireinwomenromaniaabortionrightsrightwingreproductiverightsstark,1
ibala,1
rm,1
tovpeko,1
ofconflictrelated,1
httpsdoiorgsstrzyżyńska,1
tofoetal,1
httpswwwtheguardiancomglobaldevelopmentsephungarytightensabortionaccesswithlistentofoetalheartbeatruleunhcr,1
situationhttpsdataunhcrorgensituationsukrainewamsley,1
tankarticles,1
blogsgender,1
equalitygender,1
publicationsleave,1
replyleave,1
likeyou,1
likepost,1
commentsave,1
unskilled,1
therole,1
euprevious,1
posttowards,1
opportunitiesnext,1
questionthe,1
questionof,1
regionof,1
regionwritten,1
nikita,1
pia,1
jensen,1
germanyedited,1
iorgus,1
europeanthe,1
europeanunionunionwritten,1
sol,1
rodriguez,1
ukedited,1
belaruspolandhuman,1
belaruspolandborder,1
crisisborder,1
crisiswritten,1
pola,1
zabuskaedited,1
celina,1
ferrari,1
spacesexploring,1
motzigedited,1
elpida,1
dalietou,1
proudly,1
ﬂedupon,1
violenceeige,1
carlien,1
scheele,1
saystwo,1
supportnews,1
articletopicshealthmigrationyouthviolencepublication,1
neededbarriers,1
rightsthe,1
usedit,1
housingwork,1
healthcaretoday,1
directivethe,1
followupinterviews,1
czechia,1
slovakiait,1
sexuallytransmitted,1
carepsychological,1
postabortion,1
caredisplacement,1
ofthat,1
dontrealise,1
mostlyhitting,1
girlsto,1
sexualand,1
receiveaccess,1
aordability,1
eachservice,1
beavailable,1
assaulteige,1
traumainformedcarlien,1
addsin,1
minorswithout,1
restrictionsonly,1
providingsexual,1
secondaryconsequences,1
receivingnecessary,1
travelabroad,1
conﬂictzone,1
hampering,1
meetneeds,1
ﬁnds,1
thatmost,1
thepolice,1
introducingnational,1
systemleah,1
hoctor,1
havealso,1
servicesfor,1
reproductivehealthcare,1
andcompounding,1
allwomen,1
ukrainestrengthening,1
protectionmoving,1
permanentsolutions,1
victimsthat,1
tothere,1
healthcareworsens,1
forwomen,1
warimplement,1
oncombating,1
provisionalagreement,1
correctimplementation,1
providersshould,1
violencemake,1
toservicesensure,1
aordable,1
theeu,1
directivewould,1
inbox,1
transformed,1
oster,1
harmonized,1
ross,1
overvie,1
ofte,1
usd,1
borne,1
transformat,1
gambling,1
lockdown,1
condemnation,1
existent,1
reoccurrence,1
ailability,1
unratified,1
transformational,1
accelerates,1
inequal,1
ween,1
ngoscsos,1
asylu,1
acceptability,1
harmonize,1
eview,1
inducing,1
erpetrators,1
uding,1
negativ,1
complimented,1
econom,1
rior,1
discover,1
ukr,1
aine,1
eme,1
rgencies,1
icg,1
ponse,1
orybased,1
traveling,1
deoccupied,1
disp,1
laced,1
minoritized,1
ose,1
escalating,1
unabl,1
takeaway,1
lifethreatenin,1
sharply,1
iorities,1
misp,1
situ,1
ps,1
overnment,1
clusterworking,1
isk,1
partnering,1
nse,1
ollecting,1
raceethnicity,1
consentassent,1
reverted,1
deva,1
contaminated,1
latterly,1
interlinked,1
civilia,1
proximal,1
rapped,1
enroll,1
immobility,1
ove,1
irls,1
nonukrainians,1
treatme,1
embarked,1
restructured,1
dismissed,1
achilles,1
heel,1
halushka,1
shevchuck,1
ranked,1
bating,1
eign,1
roach,1
violencerape,1
debauched,1
marrying,1
acquires,1
housekeeping,1
inheritance,1
collateral,1
novel,1
sys,1
aga,1
powe,1
reoriented,1
accrued,1
ilitary,1
amn,1
esty,1
aro,1
landmine,1
disrepair,1
collapsing,1
drastically,1
educed,1
ssa,1
stretched,1
cerned,1
barrie,1
traumaswounds,1
presumed,1
anishchenko,1
ouncil,1
foresaw,1
tated,1
daycare,1
lp,1
victor,1
madrigal,1
borloz,1
orient,1
opportunistically,1
lament,1
deterred,1
burgess,1
ading,1
aregivers,1
shelt,1
ialized,1
disab,1
ilities,1
census,1
charitable,1
bocheva,1
benstead,1
predate,1
chronically,1
displaceme,1
breastfeeding,1
levy,1
milar,1
vival,1
tended,1
iving,1
arvs,1
consti,1
tuted,1
befor,1
gatskova,1
injecting,1
inject,1
heroin,1
treatmentmedical,1
aidsfo,1
opiate,1
buprenorphine,1
rug,1
aidsfonds,1
manufacturer,1
channeled,1
econ,1
omic,1
lbtiq,1
roof,1
stray,1
dog,1
mineserw,1
consum,1
ption,1
trader,1
medicinemedical,1
diaper,1
atm,1
earn,1
reliant,1
halted,1
limitedno,1
backup,1
generator,1
tempor,1
outlive,1
smoking,1
ssues,1
fao,1
vaccination,1
jeopardizing,1
morbidity,1
antiretroviral,1
ahf,1
seaport,1
antiretrovirals,1
slavyansk,1
ryan,1
ecee,1
lv,1
gromashevsky,1
epidemiology,1
infectious,1
ieih,1
rnational,1
mapped,1
syrinx,1
needle,1
europ,1
larg,1
shel,1
ters,1
pack,1
resuming,1
stationery,1
surroundings,1
articularly,1
rriers,1
devalue,1
internetphone,1
intermittent,1
mics,1
omnibus,1
condone,1
obsolete,1
anot,1
disapproving,1
perc,1
eption,1
coo,1
rdination,1
teroborona,1
unnoticed,1
ellner,1
wifepartner,1
denomination,1
numbering,1
arou,1
protestant,1
admonishment,1
dhs,1
traffickingsexual,1
restrictio,1
eported,1
misplaced,1
guil,1
emotionalpsychological,1
transactiona,1
nonpartners,1
stefa,1
nishyna,1
dmytro,1
kuleba,1
mezentseva,1
vocal,1
duffy,1
lesia,1
dagmar,1
schumacher,1
jeopardizes,1
lyon,1
mcgrath,1
fl,1
eeing,1
rienced,1
sprain,1
concussion,1
infertility,1
evious,1
aggressiveness,1
embarrassment,1
eparedness,1
arguable,1
slowness,1
discontinuation,1
underlined,1
newdifferent,1
bv,1
isruption,1
activitiespeople,1
mykolayiv,1
ravelo,1
cooperatio,1
polic,1
strengtheni,1
babytoddler,1
mhpss,1
counselor,1
readily,1
irc,1
intersection,1
magnitude,1
necess,1
wros,1
wellresourced,1
ained,1
condensed,1
crisi,1
unfolding,1
frontierscontact,1
unreliability,1
methodologie,1
homenewsukraine,1
ukrainianpeople,1
likeconﬂictrelated,1
thedistressing,1
conﬂictthrough,1
unfpahas,1
zamostianunfpa,1
lompartunfpa,1
signiﬁcance,1
theseservices,1
crsvpavlo,1
aboutexpanding,1
accommodate,1
onesigniﬁcant,1
russiancombatants,1
longtermpsychotherapy,1
sustainedpsychotherapy,1
experiencedwe,1
remainedscarce,1
bestway,1
itconﬁdential,1
supportiveon,1
theofﬁce,1
thesupport,1
